经度(°),纬度(°),高度(m),滚转(°),俯仰(°),航向(°),滚转率(°/s),转弯率(°/s)
111.979804,40.989749,7322.3,145.4,1.1,135.9,274.604477,1.262581
111.979896,40.989678,7322.4,154.4,1.1,135.9,274.725672,1.252985
111.979978,40.989615,7322.48,162.4,1.0,135.9,273.480829,1.24488
111.980043,40.989565,7322.53,168.7,0.9,135.9,270.069068,1.237445
111.980109,40.989515,7322.58,175.1,0.9,135.9,266.657306,1.234956
111.980174,40.989465,7322.63,181.4,0.9,135.9,263.245545,1.235358
111.980239,40.989415,7322.67,187.8,0.8,135.9,259.833783,1.240999
111.980317,40.989355,7322.73,-164.6,0.8,135.9,258.529272,1.243467
111.980428,40.989269,7322.79,-153.8,0.7,135.9,262.468652,1.242409
111.980539,40.989184,7322.86,-143.0,0.7,136.0,266.408032,1.24361
111.98065,40.989098,7322.92,-132.1,0.6,136.0,270.347411,1.247107
111.980748,40.989023,7322.94,-122.7,0.5,136.0,266.572994,1.243443
111.980844,40.988948,7322.97,-113.3,0.4,136.0,262.694184,1.243859
111.980941,40.988873,7322.99,-103.9,0.2,136.0,258.815375,1.257756
111.981014,40.988817,7322.99,-96.8,0.2,136.0,253.548643,1.263866
111.981076,40.988769,7322.98,-90.7,0.1,135.9,247.648507,1.264565
111.981137,40.988721,7322.97,-84.7,0.1,135.9,241.748317,1.263616
111.981199,40.988674,7322.96,-78.7,0.1,135.9,237.87161,1.262934
111.981261,40.988626,7322.95,-72.7,0.0,135.8,237.204984,1.264249
111.981343,40.988562,7322.92,-64.7,0.0,135.8,240.497408,1.259539
111.981439,40.988488,7322.86,-55.3,-0.1,135.7,246.579391,1.251947
111.981535,40.988413,7322.8,-45.9,-0.2,135.6,252.66132,1.24527
111.981636,40.988335,7322.73,-36.0,-0.2,135.6,257.173698,1.238503
111.98175,40.988247,7322.62,-24.9,-0.1,135.5,257.779781,1.230653
111.981864,40.988158,7322.51,-13.8,-0.1,135.5,258.385838,1.22465
111.981978,40.98807,7322.4,-2.6,0.0,135.4,258.991867,1.220946
111.982058,40.988008,7322.31,5.1,0.0,135.4,255.531802,1.213149
111.982138,40.987947,7322.21,12.7,0.1,135.5,252.016686,1.205994
111.982217,40.987885,7322.12,20.4,0.1,135.5,248.501543,1.206018
111.982296,40.987824,7322.02,27.5,0.1,135.5,248.477091,1.209179
111.982376,40.987763,7321.91,34.3,0.1,135.6,250.045712,1.21357
111.982455,40.987702,7321.8,41.1,0.2,135.7,251.614334,1.2224
