经度(°),纬度(°),高度(m),滚转(°),俯仰(°),航向(°),滚转率(°/s),转弯率(°/s)
113.102968,40.793719,6560.37,-93.7,-14.4,99.9,0.376535,1.590764
113.103107,40.7937,6557.2,-93.7,-14.4,99.8,0.315992,1.601504
113.103246,40.793681,6554.03,-93.7,-14.5,99.8,0.25534,1.613832
113.103384,40.793662,6550.87,-93.7,-14.5,99.7,0.199988,1.6273
113.103515,40.793644,6547.86,-93.7,-14.6,99.6,0.199988,1.638007
113.103645,40.793627,6544.84,-93.7,-14.6,99.6,0.199988,1.655132
113.103776,40.793609,6541.83,-93.7,-14.7,99.5,0.199988,1.684768
113.103896,40.793592,6539.03,-93.7,-14.7,99.5,0.170536,1.70762
113.104006,40.793578,6536.47,-93.7,-14.8,99.4,0.109884,1.72176
113.104116,40.793563,6533.9,-93.7,-14.8,99.3,0.049341,1.741893
113.104226,40.793548,6531.34,-93.7,-14.8,99.3,0.0,1.76221
113.104336,40.793534,6528.77,-93.7,-14.9,99.2,0.0,1.789706
113.104469,40.793516,6525.62,-93.7,-14.9,99.1,0.0,1.80081
