经度(°),纬度(°),高度(m),滚转(°),俯仰(°),航向(°),滚转率(°/s),转弯率(°/s)
113.049272,41.200918,5401.11,88.6,36.2,125.4,3.531549,2.048697
113.049343,41.200881,5406.27,88.8,36.2,125.5,3.884233,2.098215
113.049414,41.200844,5411.43,88.9,36.1,125.7,4.138015,2.150521
113.049492,41.200803,5417.07,89.1,36.1,125.8,4.393055,2.190304
113.049573,41.20076,5422.93,89.3,36.0,125.9,4.64864,2.226215
113.049655,41.200718,5428.79,89.5,35.9,126.1,4.803385,2.270438
113.049736,41.200675,5434.65,89.7,35.9,126.2,4.944893,2.328261
113.049817,41.200632,5440.51,89.9,35.8,126.4,5.086415,2.404564
113.049898,41.200589,5446.37,90.1,35.8,126.5,5.227936,2.482782
113.049979,41.200546,5452.22,90.3,35.7,126.7,5.369458,2.562929
113.050057,41.200504,5457.87,90.4,35.7,126.8,5.352478,2.616204
113.050135,41.200463,5463.45,90.5,35.6,126.9,5.29188,2.666557
113.050213,41.200421,5469.04,90.6,35.5,127.0,5.231269,2.729106
113.050286,41.200381,5474.31,90.8,35.5,127.2,5.13581,2.781793
113.050354,41.200344,5479.23,90.9,35.5,127.3,5.00325,2.822267
113.050423,41.200307,5484.16,91.0,35.4,127.4,4.870663,2.908798
113.050492,41.200269,5489.08,91.1,35.4,127.5,4.724141,2.987396
113.05056,41.200231,5493.98,91.2,35.4,127.6,4.515807,3.040584
113.050628,41.200194,5498.88,91.3,35.3,127.8,4.306243,3.093148
113.050697,41.200156,5503.78,91.4,35.3,127.9,4.096092,3.144702
113.050765,41.200118,5508.68,91.4,35.2,128.0,3.885954,3.212644
113.050839,41.200077,5514.03,91.5,35.2,128.2,3.69714,3.274437
113.050924,41.200029,5520.09,91.7,35.1,128.3,3.54256,3.326456
113.051009,41.199981,5526.16,91.8,35.0,128.4,3.387965,3.383197
113.051093,41.199934,5532.22,91.9,34.9,128.6,3.233384,3.444667
113.051162,41.199895,5537.14,92.0,34.9,128.7,3.199998,3.488047
113.051226,41.199858,5541.74,92.1,34.8,128.8,3.199998,3.530645
113.051291,41.199821,5546.34,92.2,34.8,128.9,3.199998,3.58575
113.051356,41.199783,5551.03,92.4,34.8,129.1,3.284351,3.631578
113.051423,41.199744,5555.83,92.6,34.7,129.2,3.458603,3.667691
113.051491,41.199705,5560.63,92.8,34.6,129.4,3.632827,3.764791
113.051558,41.199666,5565.43,93.0,34.6,129.6,3.821026,3.857949
113.051625,41.199627,5570.23,93.2,34.5,129.7,4.071025,3.946461
113.051689,41.19959,5574.82,93.4,34.5,129.9,4.326201,4.006023
113.051752,41.199552,5579.32,93.7,34.4,130.1,4.583781,4.053052
113.051815,41.199515,5583.81,93.9,34.4,130.3,4.841361,4.099394
113.051882,41.199475,5588.59,94.1,34.4,130.5,5.155645,4.132654
113.051955,41.199431,5593.83,94.4,34.3,130.7,5.560867,4.146567
113.052028,41.199387,5599.07,94.7,34.2,130.9,5.966102,4.199155
113.052102,41.199342,5604.3,95.1,34.1,131.1,6.371323,4.27601
113.052175,41.199298,5609.54,95.4,34.1,131.3,6.760712,4.366146
113.052246,41.199255,5614.62,95.7,34.0,131.6,7.122453,4.452275
113.052312,41.199214,5619.32,96.0,33.9,131.8,7.425481,4.521071
113.052377,41.199173,5624.02,96.2,33.9,132.0,7.64417,4.595927
113.052443,41.199132,5628.72,96.5,33.8,132.2,7.772947,4.678204
113.052535,41.199074,5635.28,96.9,33.7,132.5,8.140301,4.725986
113.052627,41.199016,5641.88,97.3,33.6,132.7,8.511509,4.782504
113.052719,41.198957,5648.48,97.7,33.5,133.0,8.882716,4.855271
113.052798,41.198906,5654.11,98.0,33.4,133.2,9.165827,4.890987
113.05287,41.198859,5659.3,98.4,33.3,133.5,9.408258,4.911604
113.052943,41.198812,5664.48,98.7,33.3,133.7,9.650688,4.937151
113.05301,41.198768,5669.3,99.0,33.2,133.9,9.754822,4.950428
113.053069,41.198728,5673.54,99.3,33.1,134.0,9.637165,4.936907
113.053128,41.198689,5677.78,99.5,33.0,134.2,9.519522,4.965558
113.053187,41.198649,5682.02,99.8,32.9,134.4,9.401878,5.019202
113.053246,41.19861,5686.26,100.0,32.9,134.6,9.284221,5.091715
113.053305,41.198571,5690.46,100.3,32.8,134.8,9.18278,5.156262
113.053362,41.198532,5694.54,100.5,32.7,134.9,9.122182,5.189371
113.053419,41.198493,5698.63,100.8,32.7,135.1,9.061571,5.223299
113.053476,41.198453,5702.71,101.0,32.6,135.3,9.00096,5.258253
113.053564,41.198392,5709.06,101.4,32.5,135.6,9.000004,5.265826
113.053653,41.198329,5715.44,101.8,32.4,135.8,9.000004,5.282398
113.053742,41.198267,5721.81,102.2,32.2,136.1,9.000004,5.308439
113.053807,41.198221,5726.45,102.5,32.1,136.3,8.865872,5.321271
113.05386,41.198182,5730.29,102.7,32.1,136.5,8.669791,5.323817
113.053913,41.198144,5734.12,102.9,32.0,136.7,8.473724,5.324623
113.053967,41.198105,5737.95,103.2,31.9,136.9,8.337885,5.326019
113.05402,41.198067,5741.79,103.4,31.8,137.0,8.298666,5.328348
113.05409,41.198015,5746.79,103.7,31.7,137.2,8.40937,5.308626
113.054171,41.197955,5752.63,104.1,31.6,137.5,8.626829,5.279489
113.054253,41.197895,5758.47,104.4,31.5,137.7,8.844289,5.256395
113.054331,41.197836,5764.08,104.8,31.4,137.9,8.991384,5.235691
113.054401,41.197782,5769.1,105.0,31.3,138.1,8.961085,5.207672
113.054471,41.197728,5774.13,105.2,31.2,138.3,8.930773,5.179611
113.054541,41.197674,5779.15,105.4,31.1,138.4,8.900474,5.151401
113.054611,41.19762,5784.18,105.7,30.9,138.6,8.571983,5.102811
113.054681,41.197566,5789.21,105.9,30.8,138.8,8.238656,5.052363
113.054751,41.197512,5794.23,106.1,30.7,138.9,7.905329,5.000561
113.054803,41.197471,5797.96,106.3,30.7,139.1,7.612232,4.94357
113.054847,41.197437,5801.09,106.4,30.6,139.2,7.337713,4.880225
113.054891,41.197402,5804.21,106.5,30.5,139.3,7.063208,4.820576
113.054934,41.197367,5807.34,106.6,30.5,139.4,6.788703,4.771216
